#"Progress (%)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.1%,355.05587184712977,1137.344003281511,1492.3998751286408,278.88081909967235
0.1%,440.6184756469379,1304.3866020713747,1745.0050777183126,319.8402620128509
0.1%,450.04356372507687,1297.5971712978617,1747.6407350229385,318.17546929413544
0.1%,485.8565401474191,1185.0301799560618,1670.886720103481,290.57364024469115
0.1%,406.54896850032594,1228.4567719276142,1635.00574042794,301.2219959794478
0.1%,410.05139770883716,1171.6290239742052,1581.6804216830424,287.28762884768236
0.1%,442.92822342463217,1264.3220106454892,1707.2502340701212,310.0162808413609
0.1%,385.0594497620734,1302.2809716699699,1687.3404214320433,319.3239539043361
0.1%,501.43339117396135,1235.25075137571,1736.6841425496714,302.8879040494465
0.1%,486.00668110092965,1268.2516333684778,1754.2583144694074,310.979838393498
0.1%,443.41681570235767,1330.189668793508,1773.6064844958655,326.1672662982649
0.1%,421.0900716066395,1243.8969666603307,1664.98703826697,305.0079869739883
0.1%,539.8156262479349,1216.3624224466457,1756.1780486945806,298.25641821230033
0.1%,413.3706955449029,1230.0957187290746,1643.4664142739775,301.62387159943023
0.1%,410.7713109480793,1194.6608822061273,1605.4321931542067,292.93512289572203
0.1%,356.6806188062519,1283.496649558066,1640.177268364318,314.7179709109012
0.1%,350.4668268791829,1293.3258016551695,1643.7926285343524,317.12811417449296
0.1%,354.46364102511575,1293.0785262935997,1647.5421673187154,317.0674813710678
0.1%,495.1737592158008,1164.4373088123461,1659.611068028147,285.5241945575431
0.1%,389.0033516505757,1161.1550766932985,1550.1584283438742,284.7193794979005
0.1%,379.7159836637504,1243.340858964081,1623.0568426278314,304.87162737707627
0.1%,487.81469126295315,1209.8727995660615,1697.6874908290147,296.6651394616642
0.1%,503.71930530999157,1315.9785569429425,1819.697862252934,322.682650824171
0.1%,460.27009044071804,1281.4828762440566,1741.7529666847745,314.2241864888867
0.1%,342.3005885509642,1193.6611600092347,1535.9617485601989,292.6899874359692
0.1%,292.4386993664611,1267.443031791065,1559.8817311575262,310.78156639348435
0.1%,433.331775996438,1292.2806135176604,1725.6123895140984,316.8718303034208
0.1%,340.8231855275325,1413.1522995974908,1753.9754851250232,346.5100002173989
0.1%,357.12642755096545,1245.2215615102346,1602.3479890612,305.3327823706761
0.1%,332.8068367168287,1246.0446284883744,1578.851465205203,305.5346013387063
0.1%,373.2031760468635,1263.353230465592,1636.5564065124556,309.7787324748881
0.1%,378.20411295646784,1220.5595950757054,1598.7637080321733,299.28557995871796
0.1%,366.35758329811983,1270.4040650871527,1636.7616483852726,311.50762235246583
0.1%,395.53183890789455,1233.5192715673033,1629.051110475198,302.46333900507136
0.1%,361.47024119928597,1226.1484458316509,1587.6186870309368,300.65598616136805
0.1%,319.503189243571,1243.5759351755682,1563.0791244191391,304.9292689052518
0.1%,435.2684719425033,1226.2357221467737,1661.504194089277,300.67738662611686
0.1%,385.55080067079984,1206.8340263923023,1592.3848270631022,295.9200214065191
0.1%,461.60756643170146,1228.7600086806372,1690.3675751123387,301.296350716291
0.1%,364.2541022190739,1136.6660372894519,1500.9201395085258,278.7145794126105
0.1%,409.06278425655773,1155.6334956476082,1564.696279904166,283.36546806890055
0.1%,360.84364942942545,1161.448446020983,1522.2920954504084,284.79131470674434
0.1%,389.4492785850655,1187.3682796753205,1576.817558260386,291.1469506617349
0.1%,348.3475471710021,1265.7331971738977,1614.0807443448998,310.3623088274491
0.1%,393.15430171748454,1215.2226330695282,1608.3769347870127,297.9769377787863
0.1%,444.09019397478187,1204.0739626883699,1648.1641566631517,295.2432439106171
0.1%,446.9985325709846,1219.016556289807,1666.0150888607918,298.90722132731685
0.1%,459.5161212221782,1187.1155110380294,1646.6316322602074,291.0849708874476
0.1%,552.6947809857122,1211.4196230516218,1764.114404037334,297.0444261149643
0.1%,496.89771925750006,1262.8241383355282,1759.7218575930283,309.64899719146837
0.1%,575.8234791828881,1206.121548670935,1781.9450278538231,295.7453193199455
0.1%,553.0767479319181,1230.201495585494,1783.2782435174122,301.6498084631011
0.1%,485.12727304716805,1275.5825122868578,1760.7097853340258,312.7773961346736
0.1%,429.84380401105136,1246.0814792791382,1675.9252832901896,305.5436372844562
0.1%,307.2468067864934,1238.2654906656394,1545.5122974521328,303.62712891028167
0.1%,353.6574471631892,1202.0215827657096,1555.6790299288987,294.7399930100243
0.1%,420.5629925937044,1298.6495248554165,1719.212517449121,318.43351015184123
0.1%,517.6505540555762,1205.656850093184,1723.3074041487603,295.63137356595746
0.1%,531.6734733872282,1227.8889478107803,1759.5624211980085,301.0827634742864
0.1%,520.7796672203775,1268.4031175809405,1789.1827848013181,311.01698286441484
0.1%,621.9079822285039,1315.475475298609,1937.3834575271128,322.55929340491963
0.1%,572.5180576244329,1279.3284036034224,1851.8464612278553,313.695902088552
0.1%,554.1435813670528,1287.7073979047343,1841.850979271787,315.7504614718514
0.1%,477.9272540412644,1271.1454522108886,1749.072706252153,311.68941312793993
0.1%,425.96998545829956,1191.4279344456922,1617.3979199039918,292.14239253715397
0.1%,363.5496647350893,1269.8639663167764,1633.4136310518657,311.37518820145897
0.1%,282.0441564640664,1307.1109325159211,1589.1550889799876,320.5082775856954
0.1%,370.82873495287413,1299.8857440989907,1670.7144790518648,318.73663553364304
0.1%,390.76526477793664,1301.0159456528936,1691.7812104308302,319.01376499859896
0.1%,459.1013057090704,1116.4197727521864,1575.5210784612568,273.75012290554633
0.1%,317.68262092108347,1241.2239311246635,1558.906552045747,304.3525490963377
0.1%,310.06607093497246,1232.18500752581,1542.2510784607825,302.13617268800874
0.1%,235.05527255136622,1309.1476610037162,1544.2029335550824,321.0076906984573
0.1%,344.43884003779954,1179.231184742176,1523.6700247799756,289.1517058690427
0.1%,429.6788725995093,1193.650685390049,1623.3295579895582,292.68741902186594
0.1%,414.0689089678426,1269.182793182505,1683.2517021503477,311.20816211165135
0.1%,510.9755179188187,1264.6222925030197,1775.5978104218384,310.0899110272565
